phase,timestamp_iso,epoch_ms,orderId,intendedPrice,stopLoss,execPrice,theoretical_lots,theoretical_units,requestedVolume,filledSize,slippage,brokerMsg,client_order_id,side,action,type,status,reason,latency_ms,price_requested,price_filled,size_requested,size_filled,session,host
REQUEST,2025-08-23T01:07:52.1753634Z,1755911272175,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,REQUEST,,,100,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:52.1792484Z,1755911272179,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,ACK,,4,100,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:52.1812259Z,1755911272181,ORD-0,100,99.95,100.0005,,,1,1,0.0005000000000023874,filled,ORD-0,Buy,BUY,Market,FILL,filled,6,100,100.0005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:52.2673200Z,1755911272267,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,REQUEST,,,100.15,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:52.2676287Z,1755911272267,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,ACK,,0,100.15,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:52.2677987Z,1755911272267,ORD-15,100.15,,100.1495,,,1,1,-0.0005000000000023874,filled,ORD-15,Sell,SELL,Market,FILL,filled,0,100.15,100.1495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:52.3585508Z,1755911272358,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,REQUEST,,,100.3,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:52.3590036Z,1755911272359,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,ACK,,1,100.3,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:52.3592943Z,1755911272359,ORD-30,100.3,100.25,100.3005,,,1,1,0.0005000000000023874,filled,ORD-30,Buy,BUY,Market,FILL,filled,1,100.3,100.3005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:52.4423998Z,1755911272442,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,REQUEST,,,100.45,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:52.4427089Z,1755911272442,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,ACK,,0,100.45,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:52.4428951Z,1755911272442,ORD-45,100.45,,100.4495,,,1,1,-0.0005000000000023874,filled,ORD-45,Sell,SELL,Market,FILL,filled,0,100.45,100.4495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:52.5264641Z,1755911272526,ORD-60,100.6,100.55,,,,1,,,,ORD-60,Buy,BUY,Market,REQUEST,,,100.6,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:52.5303115Z,1755911272530,ORD-60,100.6,100.55,,,,1,,,,ORD-60,Buy,BUY,Market,ACK,,4,100.6,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:52.5306633Z,1755911272530,ORD-60,100.6,100.55,100.6005,,,1,1,0.0005000000000023874,filled,ORD-60,Buy,BUY,Market,FILL,filled,4,100.6,100.6005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:52.6154768Z,1755911272615,ORD-75,100.75,,,,,1,,,,ORD-75,Sell,SELL,Market,REQUEST,,,100.75,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:52.6160295Z,1755911272616,ORD-75,100.75,,,,,1,,,,ORD-75,Sell,SELL,Market,ACK,,1,100.75,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:52.6163873Z,1755911272616,ORD-75,100.75,,100.7495,,,1,1,-0.0005000000000023874,filled,ORD-75,Sell,SELL,Market,FILL,filled,1,100.75,100.7495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:52.7012418Z,1755911272701,ORD-90,100.9,100.85000000000001,,,,1,,,,ORD-90,Buy,BUY,Market,REQUEST,,,100.9,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:52.7017853Z,1755911272701,ORD-90,100.9,100.85000000000001,,,,1,,,,ORD-90,Buy,BUY,Market,ACK,,0,100.9,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:52.7020500Z,1755911272702,ORD-90,100.9,100.85000000000001,100.90050000000001,,,1,1,0.0005000000000023874,filled,ORD-90,Buy,BUY,Market,FILL,filled,1,100.9,100.90050000000001,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:52.7864297Z,1755911272786,ORD-105,101.05,,,,,1,,,,ORD-105,Sell,SELL,Market,REQUEST,,,101.05,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:52.7869220Z,1755911272786,ORD-105,101.05,,,,,1,,,,ORD-105,Sell,SELL,Market,ACK,,0,101.05,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:52.7872699Z,1755911272787,ORD-105,101.05,,101.0495,,,1,1,-0.0005000000000023874,filled,ORD-105,Sell,SELL,Market,FILL,filled,1,101.05,101.0495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:52.8733395Z,1755911272873,ORD-120,101.2,101.15,,,,1,,,,ORD-120,Buy,BUY,Market,REQUEST,,,101.2,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:52.8739969Z,1755911272873,ORD-120,101.2,101.15,,,,1,,,,ORD-120,Buy,BUY,Market,ACK,,0,101.2,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:52.8743300Z,1755911272874,ORD-120,101.2,101.15,101.2005,,,1,1,0.0005000000000023874,filled,ORD-120,Buy,BUY,Market,FILL,filled,1,101.2,101.2005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:52.9591224Z,1755911272959,ORD-135,101.35,,,,,1,,,,ORD-135,Sell,SELL,Market,REQUEST,,,101.35,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:52.9598282Z,1755911272959,ORD-135,101.35,,,,,1,,,,ORD-135,Sell,SELL,Market,ACK,,0,101.35,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:52.9602748Z,1755911272960,ORD-135,101.35,,101.34949999999999,,,1,1,-0.0005000000000023874,filled,ORD-135,Sell,SELL,Market,FILL,filled,1,101.35,101.34949999999999,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:53.0453361Z,1755911273045,ORD-150,101.5,101.45,,,,1,,,,ORD-150,Buy,BUY,Market,REQUEST,,,101.5,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:53.0461185Z,1755911273046,ORD-150,101.5,101.45,,,,1,,,,ORD-150,Buy,BUY,Market,ACK,,1,101.5,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:53.0467818Z,1755911273046,ORD-150,101.5,101.45,101.5005,,,1,1,0.0005000000000023874,filled,ORD-150,Buy,BUY,Market,FILL,filled,1,101.5,101.5005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:53.1294735Z,1755911273129,ORD-165,101.65,,,,,1,,,,ORD-165,Sell,SELL,Market,REQUEST,,,101.65,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:53.1299950Z,1755911273129,ORD-165,101.65,,,,,1,,,,ORD-165,Sell,SELL,Market,ACK,,0,101.65,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:53.1302856Z,1755911273130,ORD-165,101.65,,101.6495,,,1,1,-0.0005000000000023874,filled,ORD-165,Sell,SELL,Market,FILL,filled,1,101.65,101.6495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:53.2145829Z,1755911273214,ORD-180,101.8,101.75,,,,1,,,,ORD-180,Buy,BUY,Market,REQUEST,,,101.8,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:53.2149818Z,1755911273214,ORD-180,101.8,101.75,,,,1,,,,ORD-180,Buy,BUY,Market,ACK,,0,101.8,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:53.2153426Z,1755911273215,ORD-180,101.8,101.75,101.8005,,,1,1,0.0005000000000023874,filled,ORD-180,Buy,BUY,Market,FILL,filled,1,101.8,101.8005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:53.2998535Z,1755911273299,ORD-195,101.95,,,,,1,,,,ORD-195,Sell,SELL,Market,REQUEST,,,101.95,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:53.3003131Z,1755911273300,ORD-195,101.95,,,,,1,,,,ORD-195,Sell,SELL,Market,ACK,,1,101.95,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:53.3005394Z,1755911273300,ORD-195,101.95,,101.9495,,,1,1,-0.0005000000000023874,filled,ORD-195,Sell,SELL,Market,FILL,filled,1,101.95,101.9495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:53.3864092Z,1755911273386,ORD-210,102.1,102.05,,,,1,,,,ORD-210,Buy,BUY,Market,REQUEST,,,102.1,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:53.3868160Z,1755911273386,ORD-210,102.1,102.05,,,,1,,,,ORD-210,Buy,BUY,Market,ACK,,0,102.1,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:53.3870811Z,1755911273387,ORD-210,102.1,102.05,102.1005,,,1,1,0.0005000000000023874,filled,ORD-210,Buy,BUY,Market,FILL,filled,1,102.1,102.1005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:53.4715330Z,1755911273471,ORD-225,102.25,,,,,1,,,,ORD-225,Sell,SELL,Market,REQUEST,,,102.25,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:53.4719580Z,1755911273471,ORD-225,102.25,,,,,1,,,,ORD-225,Sell,SELL,Market,ACK,,0,102.25,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:53.4723721Z,1755911273472,ORD-225,102.25,,102.2495,,,1,1,-0.0005000000000023874,filled,ORD-225,Sell,SELL,Market,FILL,filled,1,102.25,102.2495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:53.5586314Z,1755911273558,ORD-240,102.4,102.35000000000001,,,,1,,,,ORD-240,Buy,BUY,Market,REQUEST,,,102.4,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:53.5589722Z,1755911273558,ORD-240,102.4,102.35000000000001,,,,1,,,,ORD-240,Buy,BUY,Market,ACK,,0,102.4,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:53.5592310Z,1755911273559,ORD-240,102.4,102.35000000000001,102.40050000000001,,,1,1,0.0005000000000023874,filled,ORD-240,Buy,BUY,Market,FILL,filled,1,102.4,102.40050000000001,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:53.6456948Z,1755911273645,ORD-255,102.55,,,,,1,,,,ORD-255,Sell,SELL,Market,REQUEST,,,102.55,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:53.6461515Z,1755911273646,ORD-255,102.55,,,,,1,,,,ORD-255,Sell,SELL,Market,ACK,,1,102.55,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:53.6465570Z,1755911273646,ORD-255,102.55,,102.5495,,,1,1,-0.0005000000000023874,filled,ORD-255,Sell,SELL,Market,FILL,filled,1,102.55,102.5495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:53.7311508Z,1755911273731,ORD-270,102.7,102.65,,,,1,,,,ORD-270,Buy,BUY,Market,REQUEST,,,102.7,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:53.7317613Z,1755911273731,ORD-270,102.7,102.65,,,,1,,,,ORD-270,Buy,BUY,Market,ACK,,0,102.7,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T01:07:53.7323285Z,1755911273732,ORD-270,102.7,102.65,102.7005,,,1,1,0.0005000000000023874,filled,ORD-270,Buy,BUY,Market,FILL,filled,1,102.7,102.7005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T01:07:53.8157747Z,1755911273815,ORD-285,102.85,,,,,1,,,,ORD-285,Sell,SELL,Market,REQUEST,,,102.85,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T01:07:53.8162091Z,1755911273816,ORD-285,102.85,,,,,1,,,,ORD-285,Sell,SELL,Market,ACK,,1,102.85,,1,,HARNESS,DESKTOP-584MV4B
