timestamp_iso,ticksPerSec,signalsLastMinute,ordersRequestedLastMinute,ordersFilledLastMinute,errorsLastMinute
2025-09-01T04:29:09.2935399Z,2.3333333333333335,14,10,10,4
2025-09-01T04:29:11.2961472Z,2.4,15,9,9,4
2025-09-01T04:29:13.2821700Z,2.2333333333333334,13,9,9,4
2025-09-01T04:29:15.2819452Z,2.35,14,10,10,4
2025-09-01T04:29:17.2890134Z,2.433333333333333,15,9,9,4
2025-09-01T04:29:19.2932403Z,2.3833333333333333,14,10,10,3
2025-09-01T04:29:21.2943514Z,2.3333333333333335,14,9,9,4
2025-09-01T04:29:23.2879390Z,2.2666666666666666,14,9,9,4
2025-09-01T04:29:25.2835326Z,2.4,14,10,10,4
2025-09-01T04:29:27.2930448Z,2.2666666666666666,14,9,9,3
2025-09-01T04:29:29.2892352Z,2.4166666666666665,14,10,10,4
2025-09-01T04:29:31.2852201Z,2.433333333333333,15,9,9,4
2025-09-01T04:29:33.2839129Z,2.1333333333333333,13,9,9,4
2025-09-01T04:29:35.2821219Z,3.3,20,13,13,5
2025-09-01T04:29:37.2823440Z,5.483333333333333,32,22,22,9
2025-09-01T04:29:39.2819891Z,5.566666666666666,34,22,22,9
2025-09-01T04:29:41.2821098Z,5.533333333333333,33,23,22,9
2025-09-01T04:29:43.2821445Z,5.516666666666667,33,22,23,9
2025-09-01T04:29:45.2820195Z,5.616666666666666,34,22,22,9
2025-09-01T04:29:47.2821515Z,5.55,33,22,22,9
2025-09-01T04:29:49.2821059Z,5.516666666666667,33,22,22,9
2025-09-01T04:29:51.2820020Z,5.55,34,23,22,9
2025-09-01T04:29:53.2821243Z,5.55,33,22,23,9
2025-09-01T04:29:55.2821330Z,5.45,33,22,22,9
2025-09-01T04:29:57.2830321Z,5.55,33,22,22,9
2025-09-01T04:29:59.2829160Z,5.533333333333333,33,22,22,9
2025-09-01T04:30:01.2821584Z,5.6,34,22,22,9
2025-09-01T04:30:03.2819774Z,5.6,33,23,23,9
2025-09-01T04:30:05.2818348Z,5.6,34,22,22,9
2025-09-01T04:30:07.2816853Z,5.616666666666666,34,23,23,9
2025-09-01T04:30:09.2819776Z,5.566666666666666,33,22,22,9
2025-09-01T04:30:11.2818879Z,5.533333333333333,33,22,22,9
2025-09-01T04:30:13.2811658Z,5.6,34,22,22,9
2025-09-01T04:30:15.2818809Z,5.55,33,23,23,9
2025-09-01T04:30:17.2820184Z,5.616666666666666,34,22,22,9
2025-09-01T04:30:19.2818476Z,5.633333333333334,34,23,23,9
2025-09-01T04:30:21.2822038Z,5.566666666666666,33,22,22,10
2025-09-01T04:30:23.2819262Z,5.533333333333333,33,22,22,8
2025-09-01T04:30:25.2821685Z,5.516666666666667,33,22,22,9
2025-09-01T04:30:27.2815739Z,5.466666666666667,33,22,22,9
2025-09-01T04:30:29.2823224Z,5.433333333333334,33,22,22,9
2025-09-01T04:30:31.2819230Z,5.533333333333333,33,22,22,9
2025-09-01T04:30:33.2820797Z,5.5,33,22,22,9
2025-09-01T04:30:35.2822702Z,5.483333333333333,33,22,22,9
2025-09-01T04:30:37.2824314Z,5.416666666666667,32,21,21,9
2025-09-01T04:30:39.2823151Z,5.483333333333333,33,22,22,9
2025-09-01T04:30:41.2821154Z,5.583333333333333,34,23,23,9
2025-09-01T04:30:43.2821236Z,5.583333333333333,33,22,22,9
2025-09-01T04:30:45.2818240Z,5.55,33,22,22,9
2025-09-01T04:30:47.2812790Z,5.5,33,22,22,9
2025-09-01T04:30:49.2821830Z,5.45,33,22,22,8
2025-09-01T04:30:51.2819488Z,5.466666666666667,33,22,22,9
2025-09-01T04:30:53.2812308Z,5.483333333333333,33,22,22,9
2025-09-01T04:30:55.2822262Z,5.566666666666666,33,22,22,9
2025-09-01T04:30:57.2821756Z,5.6,34,22,22,9
2025-09-01T04:30:59.2816057Z,5.55,33,23,23,9
2025-09-01T04:31:01.2809502Z,5.533333333333333,33,22,22,9
2025-09-01T04:31:03.2824385Z,5.55,34,22,22,9
