phase,timestamp_iso,epoch_ms,orderId,intendedPrice,stopLoss,execPrice,theoretical_lots,theoretical_units,requestedVolume,filledSize,slippage,brokerMsg,client_order_id,side,action,type,status,reason,latency_ms,price_requested,price_filled,size_requested,size_filled,session,host
REQUEST,2025-08-22T14:07:27.0671683Z,1755871647067,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,REQUEST,,,100,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T14:07:27.0692891Z,1755871647069,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,ACK,,2,100,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T14:07:27.0700319Z,1755871647070,ORD-0,100,99.95,100.0005,,,1,1,0.0005000000000023874,filled,ORD-0,Buy,BUY,Market,FILL,filled,3,100,100.0005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T14:07:27.3054223Z,1755871647305,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,REQUEST,,,100.15,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T14:07:27.3059326Z,1755871647305,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,ACK,,0,100.15,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T14:07:27.3061011Z,1755871647306,ORD-15,100.15,,100.1495,,,1,1,-0.0005000000000023874,filled,ORD-15,Sell,SELL,Market,FILL,filled,1,100.15,100.1495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T14:07:27.5385033Z,1755871647538,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,REQUEST,,,100.3,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T14:07:27.5389408Z,1755871647538,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,ACK,,0,100.3,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T14:07:27.5390861Z,1755871647539,ORD-30,100.3,100.25,100.3005,,,1,1,0.0005000000000023874,filled,ORD-30,Buy,BUY,Market,FILL,filled,1,100.3,100.3005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T14:07:27.7713537Z,1755871647771,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,REQUEST,,,100.45,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T14:07:27.7745477Z,1755871647774,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,ACK,,3,100.45,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T14:07:27.7747928Z,1755871647774,ORD-45,100.45,,100.4495,,,1,1,-0.0005000000000023874,filled,ORD-45,Sell,SELL,Market,FILL,filled,3,100.45,100.4495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T14:07:28.0175055Z,1755871648017,ORD-60,100.6,100.55,,,,1,,,,ORD-60,Buy,BUY,Market,REQUEST,,,100.6,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T14:07:28.0181433Z,1755871648018,ORD-60,100.6,100.55,,,,1,,,,ORD-60,Buy,BUY,Market,ACK,,1,100.6,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T14:07:28.0184790Z,1755871648018,ORD-60,100.6,100.55,100.6005,,,1,1,0.0005000000000023874,filled,ORD-60,Buy,BUY,Market,FILL,filled,1,100.6,100.6005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T14:07:28.2514535Z,1755871648251,ORD-75,100.75,,,,,1,,,,ORD-75,Sell,SELL,Market,REQUEST,,,100.75,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T14:07:28.2520560Z,1755871648252,ORD-75,100.75,,,,,1,,,,ORD-75,Sell,SELL,Market,ACK,,1,100.75,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T14:07:28.2530110Z,1755871648253,ORD-75,100.75,,100.7495,,,1,1,-0.0005000000000023874,filled,ORD-75,Sell,SELL,Market,FILL,filled,2,100.75,100.7495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T14:07:28.4847443Z,1755871648484,ORD-90,100.9,100.85000000000001,,,,1,,,,ORD-90,Buy,BUY,Market,REQUEST,,,100.9,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T14:07:28.4854767Z,1755871648485,ORD-90,100.9,100.85000000000001,,,,1,,,,ORD-90,Buy,BUY,Market,ACK,,1,100.9,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T14:07:28.4857849Z,1755871648485,ORD-90,100.9,100.85000000000001,100.90050000000001,,,1,1,0.0005000000000023874,filled,ORD-90,Buy,BUY,Market,FILL,filled,1,100.9,100.90050000000001,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T14:07:28.7173472Z,1755871648717,ORD-105,101.05,,,,,1,,,,ORD-105,Sell,SELL,Market,REQUEST,,,101.05,,1,,HARNESS,DESKTOP-584MV4B
