timestamp_iso,ticksPerSec,signalsLastMinute,ordersRequestedLastMinute,ordersFilledLastMinute,errorsLastMinute
2025-09-10T09:14:58.0870749Z,1.0833333333333333,0,0,0,0
2025-09-10T09:15:58.0885251Z,0.8833333333333333,0,0,0,0
2025-09-10T09:16:58.0868513Z,1.45,0,0,0,0
2025-09-10T09:17:58.0817667Z,1.35,0,0,0,0
2025-09-10T09:18:58.0927792Z,0.85,0,0,0,0
2025-09-10T09:19:58.0754560Z,0.8833333333333333,0,0,0,0
2025-09-10T09:20:58.0843631Z,1.0833333333333333,0,0,0,0
2025-09-10T09:21:58.0879147Z,0.8166666666666667,0,0,0,0
2025-09-10T09:22:58.0900388Z,0.7,0,0,0,0
2025-09-10T09:23:58.0835933Z,0.8166666666666667,0,0,0,0
2025-09-10T09:24:58.0833146Z,1.05,0,0,0,0
2025-09-10T09:25:58.0906420Z,1.3166666666666667,0,0,0,0
2025-09-10T09:26:58.0864169Z,1.5,0,0,0,0
2025-09-10T09:27:58.0889710Z,0.9666666666666667,0,0,0,0
2025-09-10T09:28:58.0918532Z,1.1166666666666667,0,0,0,0
2025-09-10T09:29:58.0771394Z,1.2166666666666666,0,0,0,0
2025-09-10T09:30:58.0852565Z,0.9333333333333333,0,0,0,0
2025-09-10T09:31:58.0820516Z,0.8333333333333334,0,0,0,0
2025-09-10T09:32:58.1013978Z,1.0333333333333334,0,0,0,0
2025-09-10T09:33:58.0883169Z,0.8833333333333333,0,0,0,0
2025-09-10T09:34:58.0960332Z,1.3,0,0,0,0
2025-09-10T09:35:58.0748258Z,1.65,0,0,0,0
2025-09-10T09:36:58.0811202Z,0.9166666666666666,0,0,0,0
2025-09-10T09:37:58.0960408Z,1.2,0,0,0,0
2025-09-10T09:38:58.0923226Z,1.2666666666666666,0,0,0,0
2025-09-10T09:39:58.0837329Z,1.05,0,0,0,0
2025-09-10T09:40:58.0826147Z,1.35,0,0,0,0
2025-09-10T09:41:58.0884405Z,1.3,0,0,0,0
2025-09-10T09:42:58.0866230Z,1.2333333333333334,0,0,0,0
2025-09-10T09:43:58.0968561Z,1.25,0,0,0,0
2025-09-10T09:44:58.0912835Z,1.8166666666666667,0,0,0,0
2025-09-10T09:45:58.0855073Z,1.85,0,0,0,0
2025-09-10T09:46:58.0890504Z,1.4833333333333334,0,0,0,0
2025-09-10T09:47:58.0930802Z,1.3666666666666667,0,0,0,0
2025-09-10T09:48:58.0781654Z,1.4833333333333334,0,0,0,0
2025-09-10T09:49:58.0836549Z,1.5666666666666667,0,0,0,0
2025-09-10T09:50:58.1015439Z,1.45,0,0,0,0
2025-09-10T09:51:58.0929208Z,1.5333333333333334,0,0,0,0
2025-09-10T09:52:58.0754547Z,1.6833333333333333,0,0,0,0
2025-09-10T09:53:58.0843298Z,1.65,0,0,0,0
2025-09-10T09:54:58.0879115Z,1.4,0,0,0,0
2025-09-10T09:55:58.0902669Z,1.4166666666666667,0,0,0,0
2025-09-10T09:56:58.0783903Z,1.4166666666666667,0,0,0,0
2025-09-10T09:57:58.0856723Z,1.5666666666666667,0,0,0,0
2025-09-10T09:58:58.0924344Z,1.55,0,0,0,0
2025-09-10T09:59:58.0857854Z,1.5333333333333334,0,0,0,0
2025-09-10T10:00:58.0908067Z,1.05,0,0,0,0
2025-09-10T10:01:58.0827014Z,1.1833333333333333,0,0,0,0
2025-09-10T10:02:58.0971446Z,1.25,0,0,0,0
2025-09-10T10:03:58.0920980Z,1.1166666666666667,0,0,0,0
2025-09-10T10:04:58.0839828Z,1.2333333333333334,0,0,0,0
2025-09-10T10:05:58.0960983Z,1.2333333333333334,0,0,0,0
2025-09-10T10:06:58.1002760Z,1.6666666666666667,0,0,0,0
2025-09-10T10:07:58.0934543Z,1.5833333333333333,0,0,0,0
2025-09-10T10:08:58.0865392Z,1.55,0,0,0,0
2025-09-10T10:09:58.0921259Z,1.6666666666666667,0,0,0,0
2025-09-10T10:10:58.0741812Z,1.3333333333333333,0,0,0,0
2025-09-10T10:11:58.0787032Z,1.4333333333333333,0,0,0,0
2025-09-10T10:12:58.0815270Z,1.2333333333333334,0,0,0,0
2025-09-10T10:13:58.0904313Z,1.1833333333333333,0,0,0,0
2025-09-10T10:14:58.0830046Z,1.2,0,0,0,0
2025-09-10T10:15:58.0818029Z,2.2666666666666666,0,0,0,0
2025-09-10T10:16:58.0940850Z,1.7333333333333334,0,0,0,0
2025-09-10T10:17:58.0822273Z,1.5833333333333333,0,0,0,0
2025-09-10T10:18:58.0962364Z,1.5833333333333333,0,0,0,0
2025-09-10T10:19:58.0971543Z,2.216666666666667,0,0,0,0
2025-09-10T10:20:58.0984305Z,1.5,0,0,0,0
2025-09-10T10:21:58.0953457Z,1.0166666666666666,0,0,0,0
2025-09-10T10:22:58.0818133Z,1.25,0,0,0,0
2025-09-10T10:23:58.0883723Z,1.4333333333333333,0,0,0,0
2025-09-10T10:24:58.0967096Z,1.15,0,0,0,0
2025-09-10T10:25:58.1006269Z,1.6166666666666667,0,0,0,0
2025-09-10T10:26:58.0867127Z,1.3333333333333333,0,0,0,0
2025-09-10T10:27:58.0891681Z,0.9833333333333333,0,0,0,0
2025-09-10T10:28:58.0933621Z,0.6333333333333333,0,0,0,0
2025-09-10T10:29:58.0839204Z,0.9666666666666667,0,0,0,0
2025-09-10T10:30:58.0903435Z,1.3333333333333333,0,0,0,0
2025-09-10T10:31:58.0861371Z,1.8166666666666667,0,0,0,0
2025-09-10T10:32:58.0963492Z,1.55,0,0,0,0
2025-09-10T10:33:58.1024036Z,1.7166666666666666,0,0,0,0
2025-09-10T10:34:58.0867343Z,1.3833333333333333,0,0,0,0
2025-09-10T10:35:58.0877789Z,1.6166666666666667,0,0,0,0
2025-09-10T10:36:58.0935758Z,1.9666666666666666,0,0,0,0
2025-09-10T10:37:58.0793106Z,1.3,0,0,0,0
2025-09-10T10:38:58.0833585Z,1.3333333333333333,0,0,0,0
2025-09-10T10:39:58.0818692Z,0.8833333333333333,0,0,0,0
2025-09-10T10:40:58.0873564Z,0.8666666666666667,0,0,0,0
2025-09-10T10:41:58.0947855Z,0.8166666666666667,0,0,0,0
2025-09-10T10:42:58.0785634Z,0.7166666666666667,0,0,0,0
2025-09-10T10:43:58.0868350Z,1.4333333333333333,0,0,0,0
2025-09-10T10:44:58.0840361Z,1.4166666666666667,0,0,0,0
2025-09-10T10:45:58.0949933Z,1.1333333333333333,0,0,0,0
