timestamp_iso,ticksPerSec,signalsLastMinute,ordersRequestedLastMinute,ordersFilledLastMinute,errorsLastMinute
2025-08-24T06:16:07.7527188Z,2.1166666666666667,13,9,9,4
2025-08-24T06:16:09.7505864Z,2.066666666666667,13,8,8,3
2025-08-24T06:16:11.7435114Z,2.066666666666667,12,8,8,4
2025-08-24T06:16:13.7353092Z,2.0166666666666666,12,9,8,3
2025-08-24T06:16:15.7383228Z,2.0166666666666666,12,8,8,3
2025-08-24T06:16:17.7374469Z,2.033333333333333,12,8,8,3
2025-08-24T06:16:19.7350672Z,2,12,8,8,4
2025-08-24T06:16:21.7419498Z,2.05,13,8,8,3
2025-08-24T06:16:23.7383672Z,2.0166666666666666,12,8,8,3
2025-08-24T06:16:25.7458511Z,2.1,12,8,6,4
2025-08-24T06:16:27.7457748Z,2.0833333333333335,13,9,9,3
2025-08-24T06:16:29.7326769Z,2.066666666666667,12,8,6,3
2025-08-24T06:16:31.7321725Z,2.05,13,8,8,4
2025-08-24T06:16:33.7338262Z,2.0833333333333335,12,9,8,3
2025-08-24T06:16:35.7343394Z,2.05,12,8,6,3
2025-08-24T06:16:37.7399906Z,2.05,13,8,7,4
2025-08-24T06:16:39.7354348Z,2.0833333333333335,12,8,8,3
2025-08-24T06:16:41.7386640Z,2.033333333333333,12,8,7,3
2025-08-24T06:16:43.7429303Z,2.066666666666667,13,9,7,4
2025-08-24T06:16:45.7406198Z,2.05,12,8,8,3
2025-08-24T06:16:47.7423102Z,2.05,12,8,6,3
2025-08-24T06:16:49.7461937Z,2.1,13,8,7,4
2025-08-24T06:16:51.7449620Z,2.05,12,9,7,3
2025-08-24T06:16:53.7436738Z,2.066666666666667,13,8,7,4
2025-08-24T06:16:55.7471044Z,2.05,12,8,8,3
2025-08-24T06:16:57.7327412Z,2.0166666666666666,12,8,6,3
2025-08-24T06:16:59.7350306Z,2.066666666666667,12,8,7,3
2025-08-24T06:17:01.7385652Z,2.066666666666667,13,9,9,4
2025-08-24T06:17:03.7392747Z,2.0166666666666666,12,8,7,3
2025-08-24T06:17:05.7371996Z,2.05,12,8,7,3
2025-08-24T06:17:07.7384149Z,2.0833333333333335,13,8,7,4
2025-08-24T06:17:09.7430910Z,2.033333333333333,12,8,6,3
2025-08-24T06:17:11.7431274Z,2.066666666666667,12,9,8,3
2025-08-24T06:17:13.7434868Z,2.1333333333333333,13,8,7,4
2025-08-24T06:17:15.7402658Z,2.033333333333333,12,8,8,3
2025-08-24T06:17:17.7323534Z,2.05,13,9,8,4
2025-08-24T06:17:19.7333424Z,2.033333333333333,12,8,7,3
2025-08-24T06:17:21.7413614Z,2.0166666666666666,12,8,8,3
2025-08-24T06:17:23.7321781Z,2.033333333333333,12,8,7,3
2025-08-24T06:17:25.7334037Z,2.033333333333333,12,8,8,4
2025-08-24T06:17:27.7382505Z,2.1,13,8,7,3
2025-08-24T06:17:29.7335102Z,2.066666666666667,12,9,8,3
2025-08-24T06:17:31.7336009Z,2.033333333333333,13,8,6,4
2025-08-24T06:17:33.7378099Z,2.1,12,8,7,3
2025-08-24T06:17:35.7438850Z,2.0166666666666666,12,8,6,3
2025-08-24T06:17:37.7438933Z,2.05,13,9,7,4
2025-08-24T06:17:39.7454465Z,2.0833333333333335,12,8,9,3
2025-08-24T06:17:41.7331536Z,2.066666666666667,12,8,7,3
2025-08-24T06:17:43.7477517Z,2.1,13,9,8,4
2025-08-24T06:17:45.7363618Z,2.05,12,8,6,3
2025-08-24T06:17:47.7353618Z,2.066666666666667,13,8,7,4
2025-08-24T06:17:49.7440212Z,2.033333333333333,12,8,6,3
2025-08-24T06:17:51.7391105Z,1.9833333333333334,12,8,6,3
2025-08-24T06:17:53.7409120Z,2.033333333333333,12,8,8,3
2025-08-24T06:17:55.7419515Z,2.0833333333333335,13,9,6,4
2025-08-24T06:17:57.7412484Z,2.0833333333333335,12,8,7,3
2025-08-24T06:17:59.7450856Z,2.0166666666666666,12,8,8,3
2025-08-24T06:18:01.7421708Z,2.066666666666667,13,8,8,4
2025-08-24T06:18:03.7338388Z,2.0833333333333335,12,9,9,3
2025-08-24T06:18:05.7471392Z,2.066666666666667,12,8,8,3
2025-08-24T06:18:07.7434005Z,2.0166666666666666,13,8,7,4
2025-08-24T06:18:09.7355899Z,2.05,12,8,6,3
2025-08-24T06:18:11.7371498Z,2.066666666666667,12,8,7,3
2025-08-24T06:18:13.7427581Z,2.066666666666667,13,9,8,4
2025-08-24T06:18:15.7385068Z,2.05,12,8,8,3
2025-08-24T06:18:17.7378152Z,2.033333333333333,12,8,8,3
2025-08-24T06:18:19.7406914Z,2.05,12,8,8,4
2025-08-24T06:18:21.7377872Z,2.0166666666666666,13,8,6,3
2025-08-24T06:18:23.7319940Z,2.066666666666667,12,8,8,3
2025-08-24T06:18:25.7459645Z,2.05,12,9,9,4
2025-08-24T06:18:27.7478330Z,2.0166666666666666,12,8,6,3
2025-08-24T06:18:29.7342051Z,2.0166666666666666,12,8,7,3
2025-08-24T06:18:31.7459855Z,2.05,13,8,8,4
2025-08-24T06:18:33.7354241Z,2,12,8,7,3
2025-08-24T06:18:35.7320718Z,2.05,12,8,8,3
2025-08-24T06:18:37.7378553Z,2.0833333333333335,13,9,7,3
2025-08-24T06:18:39.7396263Z,2.066666666666667,12,8,7,4
2025-08-24T06:18:41.7350921Z,2.0166666666666666,12,8,8,3
2025-08-24T06:18:43.7427400Z,2.033333333333333,12,8,8,3
2025-08-24T06:18:45.7406116Z,2.0833333333333335,13,8,7,4
2025-08-24T06:18:47.7473960Z,2.05,12,9,7,3
2025-08-24T06:18:49.7464594Z,2.0833333333333335,13,8,8,3
2025-08-24T06:18:51.7389087Z,2.05,12,8,7,4
2025-08-24T06:18:53.7456885Z,2.0833333333333335,12,8,6,3
2025-08-24T06:18:55.7340858Z,2.066666666666667,13,9,7,4
2025-08-24T06:18:57.7393451Z,2.0833333333333335,12,8,6,3
2025-08-24T06:18:59.7474327Z,2.066666666666667,13,8,8,3
2025-08-24T06:19:01.7317907Z,2,12,8,8,4
2025-08-24T06:19:03.7394142Z,2.05,12,8,6,3
2025-08-24T06:19:05.7418992Z,2.0166666666666666,12,9,8,3
2025-08-24T06:19:07.7413973Z,2.066666666666667,12,8,7,3
2025-08-24T06:19:09.7356609Z,2,12,8,8,4
2025-08-24T06:19:11.7418087Z,2.033333333333333,13,8,7,3
2025-08-24T06:19:13.7475493Z,2.1166666666666667,12,8,8,3
2025-08-24T06:19:15.7402168Z,2.0166666666666666,12,8,8,4
2025-08-24T06:19:17.7328929Z,2.066666666666667,13,9,9,3
2025-08-24T06:19:19.7460079Z,2.066666666666667,12,8,7,3
2025-08-24T06:19:21.7333403Z,1.9833333333333334,12,8,7,4
2025-08-24T06:19:23.7351707Z,2.05,12,8,8,3
2025-08-24T06:19:25.7363562Z,2.033333333333333,13,8,8,3
2025-08-24T06:19:27.7376147Z,2.0166666666666666,12,8,7,4
2025-08-24T06:19:29.7396933Z,2.033333333333333,12,8,8,3
2025-08-24T06:19:31.7443387Z,2.05,12,9,7,3
2025-08-24T06:19:33.7432596Z,2.066666666666667,13,8,7,3
2025-08-24T06:19:35.7419876Z,2.05,12,8,8,4
2025-08-24T06:19:37.7404122Z,2.033333333333333,12,8,8,3
2025-08-24T06:19:39.7472202Z,2.0833333333333335,13,9,8,3
2025-08-24T06:19:41.7426860Z,2.0166666666666666,12,8,8,4
2025-08-24T06:19:43.7477728Z,2.066666666666667,12,8,8,3
2025-08-24T06:19:45.7359932Z,2.066666666666667,13,8,8,3
2025-08-24T06:19:47.7337651Z,2.05,12,8,7,4
2025-08-24T06:19:49.7389342Z,2.05,12,9,8,3
2025-08-24T06:19:51.7398780Z,2.05,12,8,7,3
2025-08-24T06:19:53.7383793Z,2.066666666666667,13,8,8,4
2025-08-24T06:19:55.7398871Z,2.066666666666667,12,8,7,3
2025-08-24T06:19:57.7453935Z,2.033333333333333,12,8,8,3
2025-08-24T06:19:59.7390856Z,2.05,13,9,8,4
2025-08-24T06:20:01.7464192Z,2.066666666666667,12,8,8,3
2025-08-24T06:20:03.7434075Z,2.033333333333333,12,8,7,3
2025-08-24T06:20:05.7477851Z,2.05,13,8,7,4
2025-08-24T06:20:07.7452107Z,2.0166666666666666,12,8,8,3
2025-08-24T06:20:09.7356021Z,2.0833333333333335,12,9,6,3
2025-08-24T06:20:11.7352419Z,2.0166666666666666,12,8,6,4
2025-08-24T06:20:13.7365769Z,2.0833333333333335,13,8,7,3
2025-08-24T06:20:15.7399374Z,2.066666666666667,12,8,8,3
2025-08-24T06:20:17.7322652Z,2.05,13,9,8,4
