trade_id,entry_order_id,exit_order_id,open_time_iso,close_time_iso,side,size,open_price,close_price,pnl_in_account_currency,fee,notes
T-ORD-15,ORD-0,ORD-15,2025-08-22T13:37:11.9247207Z,2025-08-22T13:37:12.1712557Z,BUY-SELL,1,100.0005,100.1495,0.1490000000000009,0,harness
T-ORD-45,ORD-30,ORD-45,2025-08-22T13:37:12.4043166Z,2025-08-22T13:37:12.6469989Z,BUY-SELL,1,100.3005,100.4495,0.1490000000000009,0,harness
T-ORD-75,ORD-60,ORD-75,2025-08-22T13:37:12.8778233Z,2025-08-22T13:37:13.1101090Z,BUY-SELL,1,100.6005,100.7495,0.1490000000000009,0,harness
T-ORD-105,ORD-90,ORD-105,2025-08-22T13:37:13.3449498Z,2025-08-22T13:37:13.5785916Z,BUY-SELL,1,100.90050000000001,101.0495,0.1489999999999867,0,harness
T-ORD-135,ORD-120,ORD-135,2025-08-22T13:37:13.8120233Z,2025-08-22T13:37:14.0464877Z,BUY-SELL,1,101.2005,101.34949999999999,0.1489999999999867,0,harness
T-ORD-165,ORD-150,ORD-165,2025-08-22T13:37:14.2735703Z,2025-08-22T13:37:14.5051011Z,BUY-SELL,1,101.5005,101.6495,0.1490000000000009,0,harness
T-ORD-195,ORD-180,ORD-195,2025-08-22T13:37:14.7387922Z,2025-08-22T13:37:14.9708401Z,BUY-SELL,1,101.8005,101.9495,0.1490000000000009,0,harness
T-ORD-225,ORD-210,ORD-225,2025-08-22T13:37:15.2054501Z,2025-08-22T13:37:15.4426001Z,BUY-SELL,1,102.1005,102.2495,0.1490000000000009,0,harness
T-ORD-255,ORD-240,ORD-255,2025-08-22T13:37:15.6757832Z,2025-08-22T13:37:15.9219229Z,BUY-SELL,1,102.40050000000001,102.5495,0.1489999999999867,0,harness
T-ORD-285,ORD-270,ORD-285,2025-08-22T13:37:16.1550970Z,2025-08-22T13:37:16.3879555Z,BUY-SELL,1,102.7005,102.84949999999999,0.1489999999999867,0,harness
T-ORD-315,ORD-300,ORD-315,2025-08-22T13:37:16.6333215Z,2025-08-22T13:37:16.8640998Z,BUY-SELL,1,103.0005,103.1495,0.1490000000000009,0,harness
T-ORD-345,ORD-330,ORD-345,2025-08-22T13:37:17.0967652Z,2025-08-22T13:37:17.3326903Z,BUY-SELL,1,103.3005,103.4495,0.1490000000000009,0,harness
T-ORD-375,ORD-360,ORD-375,2025-08-22T13:37:17.5638448Z,2025-08-22T13:37:17.7961074Z,BUY-SELL,1,103.6005,103.7495,0.1490000000000009,0,harness
T-ORD-405,ORD-390,ORD-405,2025-08-22T13:37:18.0289123Z,2025-08-22T13:37:18.2621074Z,BUY-SELL,1,103.90050000000001,104.0495,0.1489999999999867,0,harness
T-ORD-435,ORD-420,ORD-435,2025-08-22T13:37:18.4961435Z,2025-08-22T13:37:18.7408949Z,BUY-SELL,1,104.2005,104.34949999999999,0.1489999999999867,0,harness
T-ORD-465,ORD-450,ORD-465,2025-08-22T13:37:18.9731019Z,2025-08-22T13:37:19.2136805Z,BUY-SELL,1,104.5005,104.6495,0.1490000000000009,0,harness
T-ORD-495,ORD-480,ORD-495,2025-08-22T13:37:19.4470386Z,2025-08-22T13:37:19.6815086Z,BUY-SELL,1,104.8005,104.9495,0.1490000000000009,0,harness
T-ORD-525,ORD-510,ORD-525,2025-08-22T13:37:19.9171899Z,2025-08-22T13:37:20.1672402Z,BUY-SELL,1,105.1005,105.2495,0.1490000000000009,0,harness
T-ORD-555,ORD-540,ORD-555,2025-08-22T13:37:20.3986948Z,2025-08-22T13:37:20.6419905Z,BUY-SELL,1,105.40050000000001,105.5495,0.1489999999999867,0,harness
T-ORD-585,ORD-570,ORD-585,2025-08-22T13:37:20.8758875Z,2025-08-22T13:37:21.1114782Z,BUY-SELL,1,105.7005,105.84949999999999,0.1489999999999867,0,harness
T-ORD-615,ORD-600,ORD-615,2025-08-22T13:37:21.3557259Z,2025-08-22T13:37:21.5874057Z,BUY-SELL,1,106.0005,106.1495,0.1490000000000009,0,harness
T-ORD-645,ORD-630,ORD-645,2025-08-22T13:37:21.8193586Z,2025-08-22T13:37:22.0512794Z,BUY-SELL,1,106.3005,106.4495,0.1490000000000009,0,harness
T-ORD-675,ORD-660,ORD-675,2025-08-22T13:37:22.2857251Z,2025-08-22T13:37:22.5290690Z,BUY-SELL,1,106.6005,106.7495,0.1490000000000009,0,harness
T-ORD-705,ORD-690,ORD-705,2025-08-22T13:37:22.7625545Z,2025-08-22T13:37:22.9948267Z,BUY-SELL,1,106.90050000000001,107.0495,0.1489999999999867,0,harness
T-ORD-735,ORD-720,ORD-735,2025-08-22T13:37:23.2262951Z,2025-08-22T13:37:23.4581132Z,BUY-SELL,1,107.2005,107.34949999999999,0.1489999999999867,0,harness
T-ORD-765,ORD-750,ORD-765,2025-08-22T13:37:23.6899627Z,2025-08-22T13:37:23.9239046Z,BUY-SELL,1,107.5005,107.6495,0.1490000000000009,0,harness
T-ORD-795,ORD-780,ORD-795,2025-08-22T13:37:24.1571153Z,2025-08-22T13:37:24.3885608Z,BUY-SELL,1,107.8005,107.9495,0.1490000000000009,0,harness
T-ORD-825,ORD-810,ORD-825,2025-08-22T13:37:24.6235965Z,2025-08-22T13:37:24.8579792Z,BUY-SELL,1,108.1005,108.2495,0.1490000000000009,0,harness
T-ORD-855,ORD-840,ORD-855,2025-08-22T13:37:25.0931820Z,2025-08-22T13:37:25.3262786Z,BUY-SELL,1,108.40050000000001,108.5495,0.1489999999999867,0,harness
T-ORD-885,ORD-870,ORD-885,2025-08-22T13:37:25.5578762Z,2025-08-22T13:37:25.8032336Z,BUY-SELL,1,108.7005,108.84949999999999,0.1489999999999867,0,harness
T-ORD-915,ORD-900,ORD-915,2025-08-22T13:37:26.0344386Z,2025-08-22T13:37:26.2673088Z,BUY-SELL,1,109.0005,109.1495,0.1490000000000009,0,harness
T-ORD-945,ORD-930,ORD-945,2025-08-22T13:37:26.5000429Z,2025-08-22T13:37:26.7349903Z,BUY-SELL,1,109.3005,109.4495,0.1490000000000009,0,harness
T-ORD-975,ORD-960,ORD-975,2025-08-22T13:37:26.9678233Z,2025-08-22T13:37:27.2003326Z,BUY-SELL,1,109.6005,109.7495,0.1490000000000009,0,harness
T-ORD-1005,ORD-990,ORD-1005,2025-08-22T13:37:27.4313708Z,2025-08-22T13:37:27.6735869Z,BUY-SELL,1,109.90050000000001,110.0495,0.1489999999999867,0,harness
T-ORD-1035,ORD-1020,ORD-1035,2025-08-22T13:37:27.9004233Z,2025-08-22T13:37:28.1442368Z,BUY-SELL,1,110.2005,110.34949999999999,0.1489999999999867,0,harness
T-ORD-1065,ORD-1050,ORD-1065,2025-08-22T13:37:28.3766547Z,2025-08-22T13:37:28.6111030Z,BUY-SELL,1,110.5005,110.6495,0.1490000000000009,0,harness
T-ORD-1095,ORD-1080,ORD-1095,2025-08-22T13:37:28.8564755Z,2025-08-22T13:37:29.0909801Z,BUY-SELL,1,110.8005,110.9495,0.1490000000000009,0,harness
T-ORD-1125,ORD-1110,ORD-1125,2025-08-22T13:37:29.3348355Z,2025-08-22T13:37:29.5668932Z,BUY-SELL,1,111.1005,111.2495,0.1490000000000009,0,harness
T-ORD-1155,ORD-1140,ORD-1155,2025-08-22T13:37:29.8016514Z,2025-08-22T13:37:30.0465811Z,BUY-SELL,1,111.40050000000001,111.5495,0.1489999999999867,0,harness
T-ORD-1185,ORD-1170,ORD-1185,2025-08-22T13:37:30.2797960Z,2025-08-22T13:37:30.5235618Z,BUY-SELL,1,111.7005,111.84949999999999,0.1489999999999867,0,harness
T-ORD-1215,ORD-1200,ORD-1215,2025-08-22T13:37:30.7580868Z,2025-08-22T13:37:30.9893886Z,BUY-SELL,1,112.0005,112.1495,0.1490000000000009,0,harness
T-ORD-1245,ORD-1230,ORD-1245,2025-08-22T13:37:31.2176734Z,2025-08-22T13:37:31.4518260Z,BUY-SELL,1,112.3005,112.4495,0.1490000000000009,0,harness
T-ORD-1275,ORD-1260,ORD-1275,2025-08-22T13:37:31.6822414Z,2025-08-22T13:37:31.9134595Z,BUY-SELL,1,112.6005,112.7495,0.1490000000000009,0,harness
T-ORD-1305,ORD-1290,ORD-1305,2025-08-22T13:37:32.1488086Z,2025-08-22T13:37:32.3802404Z,BUY-SELL,1,112.90050000000001,113.0495,0.1489999999999867,0,harness
T-ORD-1335,ORD-1320,ORD-1335,2025-08-22T13:37:32.6158397Z,2025-08-22T13:37:32.8486924Z,BUY-SELL,1,113.2005,113.34949999999999,0.1489999999999867,0,harness
T-ORD-1365,ORD-1350,ORD-1365,2025-08-22T13:37:33.0782372Z,2025-08-22T13:37:33.3142977Z,BUY-SELL,1,113.5005,113.6495,0.1490000000000009,0,harness
T-ORD-1395,ORD-1380,ORD-1395,2025-08-22T13:37:33.5627516Z,2025-08-22T13:37:33.7955540Z,BUY-SELL,1,113.8005,113.9495,0.1490000000000009,0,harness
T-ORD-1425,ORD-1410,ORD-1425,2025-08-22T13:37:34.0394195Z,2025-08-22T13:37:34.2743019Z,BUY-SELL,1,114.1005,114.2495,0.1490000000000009,0,harness
T-ORD-1455,ORD-1440,ORD-1455,2025-08-22T13:37:34.5055727Z,2025-08-22T13:37:34.7406254Z,BUY-SELL,1,114.40050000000001,114.5495,0.1489999999999867,0,harness
T-ORD-1485,ORD-1470,ORD-1485,2025-08-22T13:37:34.9729740Z,2025-08-22T13:37:35.2208210Z,BUY-SELL,1,114.7005,114.84949999999999,0.1489999999999867,0,harness
T-ORD-1515,ORD-1500,ORD-1515,2025-08-22T13:37:35.4523602Z,2025-08-22T13:37:35.6817448Z,BUY-SELL,1,115.0005,115.1495,0.1490000000000009,0,harness
T-ORD-1545,ORD-1530,ORD-1545,2025-08-22T13:37:35.9166738Z,2025-08-22T13:37:36.1465806Z,BUY-SELL,1,115.3005,115.4495,0.1490000000000009,0,harness
T-ORD-1575,ORD-1560,ORD-1575,2025-08-22T13:37:36.3769322Z,2025-08-22T13:37:36.6063406Z,BUY-SELL,1,115.6005,115.7495,0.1490000000000009,0,harness
T-ORD-1605,ORD-1590,ORD-1605,2025-08-22T13:37:36.8356771Z,2025-08-22T13:37:37.0691524Z,BUY-SELL,1,115.90050000000001,116.0495,0.1489999999999867,0,harness
T-ORD-1635,ORD-1620,ORD-1635,2025-08-22T13:37:37.3050555Z,2025-08-22T13:37:37.5452242Z,BUY-SELL,1,116.2005,116.34949999999999,0.1489999999999867,0,harness
T-ORD-1665,ORD-1650,ORD-1665,2025-08-22T13:37:37.7793109Z,2025-08-22T13:37:38.0106792Z,BUY-SELL,1,116.5005,116.6495,0.1490000000000009,0,harness
T-ORD-1695,ORD-1680,ORD-1695,2025-08-22T13:37:38.2585464Z,2025-08-22T13:37:38.4913137Z,BUY-SELL,1,116.8005,116.9495,0.1490000000000009,0,harness
