trade_id,entry_order_id,exit_order_id,open_time_iso,close_time_iso,side,size,open_price,close_price,pnl_in_account_currency,fee,notes,gross_pnl
T-ORD-15,ORD-0,ORD-15,2025-08-23T02:57:14.1486027Z,2025-08-23T02:57:14.3958685Z,BUY-SELL,1,100.0005,100.1495,0.1490000000000009,0,harness,0.1490000000000009
T-ORD-45,ORD-30,ORD-45,2025-08-23T02:57:14.6454969Z,2025-08-23T02:57:14.8810433Z,BUY-SELL,1,100.3005,100.4495,0.1490000000000009,0,harness,0.1490000000000009
T-ORD-75,ORD-60,ORD-75,2025-08-23T02:57:15.1299302Z,2025-08-23T02:57:15.3798530Z,BUY-SELL,1,100.6005,100.7495,0.1490000000000009,0,harness,0.1490000000000009
T-ORD-105,ORD-90,ORD-105,2025-08-23T02:57:15.6132753Z,2025-08-23T02:57:15.8636973Z,BUY-SELL,1,100.90050000000001,101.0495,0.1489999999999867,0,harness,0.1489999999999867
T-ORD-135,ORD-120,ORD-135,2025-08-23T02:57:16.0983114Z,2025-08-23T02:57:16.3489764Z,BUY-SELL,1,101.2005,101.34949999999999,0.1489999999999867,0,harness,0.1489999999999867
T-ORD-165,ORD-150,ORD-165,2025-08-23T02:57:16.5823261Z,2025-08-23T02:57:16.8327024Z,BUY-SELL,1,101.5005,101.6495,0.1490000000000009,0,harness,0.1490000000000009
T-ORD-195,ORD-180,ORD-195,2025-08-23T02:57:17.0658303Z,2025-08-23T02:57:17.3150389Z,BUY-SELL,1,101.8005,101.9495,0.1490000000000009,0,harness,0.1490000000000009
T-ORD-225,ORD-210,ORD-225,2025-08-23T02:57:17.5488283Z,2025-08-23T02:57:17.7990116Z,BUY-SELL,1,102.1005,102.2495,0.1490000000000009,0,harness,0.1490000000000009
T-ORD-255,ORD-240,ORD-255,2025-08-23T02:57:18.0331533Z,2025-08-23T02:57:18.2838443Z,BUY-SELL,1,102.40050000000001,102.5495,0.1489999999999867,0,harness,0.1489999999999867
T-ORD-285,ORD-270,ORD-285,2025-08-23T02:57:18.5163901Z,2025-08-23T02:57:18.7671570Z,BUY-SELL,1,102.7005,102.84949999999999,0.1489999999999867,0,harness,0.1489999999999867
T-ORD-315,ORD-300,ORD-315,2025-08-23T02:57:19.0000601Z,2025-08-23T02:57:19.2509589Z,BUY-SELL,1,103.0005,103.1495,0.1490000000000009,0,harness,0.1490000000000009
