timestamp_iso,ticksPerSec,signalsLastMinute,ordersRequestedLastMinute,ordersFilledLastMinute,errorsLastMinute
2025-08-23T02:58:59.4715465Z,2.0166666666666666,13,9,9,4
2025-08-23T02:59:01.4552586Z,2,12,8,7,3
2025-08-23T02:59:03.4569780Z,2,12,8,8,3
2025-08-23T02:59:05.4578431Z,2.0166666666666666,12,8,8,4
2025-08-23T02:59:07.4596820Z,2,12,8,8,3
2025-08-23T02:59:09.4599283Z,2.05,12,8,8,3
2025-08-23T02:59:11.4612735Z,2.066666666666667,12,8,8,3
2025-08-23T02:59:13.4635629Z,2.033333333333333,13,8,8,4
2025-08-23T02:59:15.4644307Z,2.05,12,8,8,3
2025-08-23T02:59:17.4664998Z,2.033333333333333,12,9,7,3
2025-08-23T02:59:19.4667300Z,2.066666666666667,12,8,8,4
2025-08-23T02:59:21.4694652Z,2.05,13,8,7,3
2025-08-23T02:59:23.4538910Z,2.05,12,8,7,3
2025-08-23T02:59:25.4555450Z,2.0833333333333335,13,9,7,4
2025-08-23T02:59:27.4562923Z,2.05,12,8,7,3
2025-08-23T02:59:29.4581506Z,2.033333333333333,12,8,7,3
2025-08-23T02:59:31.4598719Z,2.05,12,8,8,4
2025-08-23T02:59:33.4596199Z,2.033333333333333,13,8,7,3
2025-08-23T02:59:35.4624501Z,2.066666666666667,12,8,6,3
2025-08-23T02:59:37.4620747Z,2.066666666666667,12,9,9,4
2025-08-23T02:59:39.4653545Z,2.0833333333333335,13,8,7,3
2025-08-23T02:59:41.4667033Z,2.05,12,8,6,3
2025-08-23T02:59:43.4672168Z,2.05,12,8,6,4
2025-08-23T02:59:45.4537617Z,2.033333333333333,13,9,8,3
2025-08-23T02:59:47.4548536Z,2.05,12,8,8,3
2025-08-23T02:59:49.4547097Z,2.05,12,8,6,4
2025-08-23T02:59:51.4566529Z,2.066666666666667,13,8,7,3
2025-08-23T02:59:53.4586677Z,2.05,12,8,8,3
2025-08-23T02:59:55.4598892Z,2.033333333333333,12,9,8,4
