phase,timestamp_iso,epoch_ms,orderId,intendedPrice,stopLoss,execPrice,theoretical_lots,theoretical_units,requestedVolume,filledSize,slippage,brokerMsg,client_order_id,side,action,type,status,reason,latency_ms,price_requested,price_filled,size_requested,size_filled,session,host
REQUEST,2025-08-23T02:57:14.1451020Z,1755917834145,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,REQUEST,,,100,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T02:57:14.1475222Z,1755917834147,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,ACK,,2,100,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T02:57:14.1483041Z,1755917834148,ORD-0,100,99.95,100.0005,,,1,1,0.0005000000000023874,filled,ORD-0,Buy,BUY,Market,FILL,filled,3,100,100.0005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T02:57:14.3951861Z,1755917834395,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,REQUEST,,,100.15,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T02:57:14.3954966Z,1755917834395,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,ACK,,0,100.15,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T02:57:14.3957170Z,1755917834395,ORD-15,100.15,,100.1495,,,1,1,-0.0005000000000023874,filled,ORD-15,Sell,SELL,Market,FILL,filled,0,100.15,100.1495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T02:57:14.6448955Z,1755917834644,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,REQUEST,,,100.3,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T02:57:14.6452099Z,1755917834645,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,ACK,,1,100.3,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T02:57:14.6453764Z,1755917834645,ORD-30,100.3,100.25,100.3005,,,1,1,0.0005000000000023874,filled,ORD-30,Buy,BUY,Market,FILL,filled,1,100.3,100.3005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T02:57:14.8788138Z,1755917834878,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,REQUEST,,,100.45,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T02:57:14.8806837Z,1755917834880,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,ACK,,2,100.45,,1,,HARNESS,DESKTOP-584MV4B
