"name","path","size","mtimeUtc","sha256"
"build.log","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\build.log","1578","2025-08-30T03:41:32.2695599Z","059F2BEB66661C25258F44B31C0510136FDA3A66632B149A420D7157274D173C"
"closed_trades_fifo.csv","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\closed_trades_fifo.csv","42474","2025-08-30T03:43:32.5517834Z","72A26E68DB956549074620EA5DE861C6F03D9723E95041EEE0B3D2E8D7D7E788"
"fillrate_by_hour.png","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\fillrate_by_hour.png","5316","2025-08-27T07:04:24.3343173Z","A38B26D2E99EE641B7A1D8F2F2DFD89519BDEE0F038BE6DEE9F71F7026C39A57"
"fillrate_hourly.csv","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\fillrate_hourly.csv","103","2025-08-27T06:48:40.6523286Z","0BA2358871E1B28D95FE4435EC82ACE8BA42C79B762B20C6ED89943D99FDCA11"
"latency_percentiles.png","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\latency_percentiles.png","5360","2025-08-27T07:04:24.3300403Z","B9BBD55294881EF9D522397ADB9E6AF829B016D575B0F39D77B06C09042CD4DA"
"orders.csv","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\orders.csv","245891","2025-08-30T03:43:32.5517834Z","3EFC8FFC50AC0A98727DB22D56ADFE9A1FB2B615282F4E1B107979AC02F24567"
"orders_ascii.csv","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\orders_ascii.csv","10927","2025-08-25T06:19:11.8005244Z","D68FEA28C52BD0DBE25A048959EE58C8EFE2818EEE1F6FCAB3E48C6EBD9D9EC1"
"risk_snapshots.csv","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\risk_snapshots.csv","70","2025-08-30T03:41:35.2138003Z","C391F20B97B73D30B6E3D88DBBFAF0872C78CE500CD4AFE7AE29C6D76B317C90"
"slippage_hist.png","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\slippage_hist.png","5176","2025-08-27T07:04:24.3097841Z","649ECC508286137060C2260915394948CFB7B7CBC2E543CE25AB1D8ABAC8629F"
"summary.json","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\summary.json","1323","2025-08-30T03:43:33.5587056Z","3CD690335F852E7CB71617E78C99DCF8CF12DD23A0CC15035D4573B4A63F1516"
"telemetry.csv","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\telemetry.csv","3201","2025-08-30T03:43:31.2203987Z","7DBC4EC4E2141C1CC8680D0961F02008F730C97231AB76BF5D868D0AF6968ADF"
"telemetry_run_20250827_200336.zip","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\telemetry_run_20250827_200336.zip","48901","2025-08-27T13:05:39.9629432Z","3F88D20B0AF48EC6A2FBBFC4C13F5D8FE238E608868E538476BEB52BF29DA6D1"
"telemetry_run_20250830_104129.zip","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\telemetry_run_20250830_104129.zip","46002","2025-08-30T03:43:33.4799183Z","987E68E28EC238D0413A3A18E2B6C271A26BCCD97A9D8EA0BBB6B8779C217C55"
"top_slippage.csv","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\top_slippage.csv","116","2025-08-27T06:48:40.6523286Z","D02A1184FB37B6301F3BC7EC76F1F307770E47B624C7CFD2832E2A8DB2C79550"
"trade_closes.log","D:\OneDrive\Tài liệu\cAlgo\Sources\Robots\BotG\path_issues\collect_20250830_104108\trade_closes.log","21492","2025-08-30T03:43:32.5537898Z","CBD0B204B15F1EFE3BC20B6621FE7296B4820AEE68E08EC640E69A47FCD835A5"
