trade_id,entry_order_id,exit_order_id,open_time_iso,close_time_iso,side,size,open_price,close_price,pnl_in_account_currency,fee,notes
R-1,ORD-0,ORD-15,2025-08-30T03:41:35.2553422Z,2025-08-30T03:41:35.4969309Z,BUY-SELL,1,100.0005,100.1495,0.1490000000000009,0,reconstructed
R-2,ORD-30,ORD-45,2025-08-30T03:41:35.7283410Z,2025-08-30T03:41:35.9673251Z,BUY-SELL,1,100.3005,100.4495,0.1490000000000009,0,reconstructed
R-3,ORD-60,ORD-75,2025-08-30T03:41:36.2123828Z,2025-08-30T03:41:36.4600801Z,BUY-SELL,1,100.6005,100.7495,0.1490000000000009,0,reconstructed
R-4,ORD-90,ORD-105,2025-08-30T03:41:36.7111583Z,2025-08-30T03:41:36.9574132Z,BUY-SELL,1,100.90050000000001,101.0495,0.1489999999999867,0,reconstructed
R-5,ORD-120,ORD-135,2025-08-30T03:41:37.2038827Z,2025-08-30T03:41:37.4451855Z,BUY-SELL,1,101.2005,101.34949999999999,0.1489999999999867,0,reconstructed
R-6,ORD-150,ORD-165,2025-08-30T03:41:37.6834632Z,2025-08-30T03:41:37.9368021Z,BUY-SELL,1,101.5005,101.6495,0.1490000000000009,0,reconstructed
R-7,ORD-180,ORD-195,2025-08-30T03:41:38.1683430Z,2025-08-30T03:41:38.4247580Z,BUY-SELL,1,101.8005,101.9495,0.1490000000000009,0,reconstructed
R-8,ORD-210,ORD-225,2025-08-30T03:41:38.6600772Z,2025-08-30T03:41:38.8998814Z,BUY-SELL,1,102.1005,102.2495,0.1490000000000009,0,reconstructed
R-9,ORD-240,ORD-255,2025-08-30T03:41:39.1526891Z,2025-08-30T03:41:39.3918790Z,BUY-SELL,1,102.40050000000001,102.5495,0.1489999999999867,0,reconstructed
R-10,ORD-270,ORD-285,2025-08-30T03:41:39.6374950Z,2025-08-30T03:41:39.8866421Z,BUY-SELL,1,102.7005,102.84949999999999,0.1489999999999867,0,reconstructed
R-11,ORD-300,ORD-315,2025-08-30T03:41:40.1251334Z,2025-08-30T03:41:40.3739663Z,BUY-SELL,1,103.0005,103.1495,0.1490000000000009,0,reconstructed
R-12,ORD-330,ORD-345,2025-08-30T03:41:40.6298679Z,2025-08-30T03:41:40.8762884Z,BUY-SELL,1,103.3005,103.4495,0.1490000000000009,0,reconstructed
R-13,ORD-360,ORD-375,2025-08-30T03:41:41.1203783Z,2025-08-30T03:41:41.3590228Z,BUY-SELL,1,103.6005,103.7495,0.1490000000000009,0,reconstructed
R-14,ORD-390,ORD-405,2025-08-30T03:41:41.6148251Z,2025-08-30T03:41:41.8414173Z,BUY-SELL,1,103.90050000000001,104.0495,0.1489999999999867,0,reconstructed
R-15,ORD-420,ORD-435,2025-08-30T03:41:42.0926306Z,2025-08-30T03:41:42.3232472Z,BUY-SELL,1,104.2005,104.34949999999999,0.1489999999999867,0,reconstructed
R-16,ORD-450,ORD-465,2025-08-30T03:41:42.5774920Z,2025-08-30T03:41:42.8231047Z,BUY-SELL,1,104.5005,104.6495,0.1490000000000009,0,reconstructed
R-17,ORD-480,ORD-495,2025-08-30T03:41:43.0819155Z,2025-08-30T03:41:43.3221615Z,BUY-SELL,1,104.8005,104.9495,0.1490000000000009,0,reconstructed
R-18,ORD-510,ORD-525,2025-08-30T03:41:43.5842980Z,2025-08-30T03:41:43.8283714Z,BUY-SELL,1,105.1005,105.2495,0.1490000000000009,0,reconstructed
R-19,ORD-540,ORD-555,2025-08-30T03:41:44.0844251Z,2025-08-30T03:41:44.3225927Z,BUY-SELL,1,105.40050000000001,105.5495,0.1489999999999867,0,reconstructed
R-20,ORD-570,ORD-585,2025-08-30T03:41:44.5693448Z,2025-08-30T03:41:44.8087564Z,BUY-SELL,1,105.7005,105.84949999999999,0.1489999999999867,0,reconstructed
R-21,ORD-600,ORD-615,2025-08-30T03:41:45.0465989Z,2025-08-30T03:41:45.2977527Z,BUY-SELL,1,106.0005,106.1495,0.1490000000000009,0,reconstructed
R-22,ORD-630,ORD-645,2025-08-30T03:41:45.5413571Z,2025-08-30T03:41:45.7854482Z,BUY-SELL,1,106.3005,106.4495,0.1490000000000009,0,reconstructed
R-23,ORD-660,ORD-675,2025-08-30T03:41:46.0389058Z,2025-08-30T03:41:46.2784549Z,BUY-SELL,1,106.6005,106.7495,0.1490000000000009,0,reconstructed
R-24,ORD-690,ORD-705,2025-08-30T03:41:46.5236087Z,2025-08-30T03:41:46.7622545Z,BUY-SELL,1,106.90050000000001,107.0495,0.1489999999999867,0,reconstructed
R-25,ORD-720,ORD-735,2025-08-30T03:41:47.0135036Z,2025-08-30T03:41:47.2721946Z,BUY-SELL,1,107.2005,107.34949999999999,0.1489999999999867,0,reconstructed
R-26,ORD-750,ORD-765,2025-08-30T03:41:47.5163785Z,2025-08-30T03:41:47.7627832Z,BUY-SELL,1,107.5005,107.6495,0.1490000000000009,0,reconstructed
R-27,ORD-780,ORD-795,2025-08-30T03:41:48.0115534Z,2025-08-30T03:41:48.2497913Z,BUY-SELL,1,107.8005,107.9495,0.1490000000000009,0,reconstructed
R-28,ORD-810,ORD-825,2025-08-30T03:41:48.5065200Z,2025-08-30T03:41:48.7465442Z,BUY-SELL,1,108.1005,108.2495,0.1490000000000009,0,reconstructed
R-29,ORD-840,ORD-855,2025-08-30T03:41:49.0009327Z,2025-08-30T03:41:49.2521599Z,BUY-SELL,1,108.40050000000001,108.5495,0.1489999999999867,0,reconstructed
R-30,ORD-870,ORD-885,2025-08-30T03:41:49.5030799Z,2025-08-30T03:41:49.7547380Z,BUY-SELL,1,108.7005,108.84949999999999,0.1489999999999867,0,reconstructed
R-31,ORD-900,ORD-915,2025-08-30T03:41:50.0108358Z,2025-08-30T03:41:50.2568757Z,BUY-SELL,1,109.0005,109.1495,0.1490000000000009,0,reconstructed
R-32,ORD-930,ORD-945,2025-08-30T03:41:50.5084983Z,2025-08-30T03:41:50.7410424Z,BUY-SELL,1,109.3005,109.4495,0.1490000000000009,0,reconstructed
R-33,ORD-960,ORD-975,2025-08-30T03:41:50.9917376Z,2025-08-30T03:41:51.2274900Z,BUY-SELL,1,109.6005,109.7495,0.1490000000000009,0,reconstructed
R-34,ORD-990,ORD-1005,2025-08-30T03:41:51.4779304Z,2025-08-30T03:41:51.7287081Z,BUY-SELL,1,109.90050000000001,110.0495,0.1489999999999867,0,reconstructed
R-35,ORD-1020,ORD-1035,2025-08-30T03:41:51.9757942Z,2025-08-30T03:41:52.2275601Z,BUY-SELL,1,110.2005,110.34949999999999,0.1489999999999867,0,reconstructed
R-36,ORD-1050,ORD-1065,2025-08-30T03:41:52.4759815Z,2025-08-30T03:41:52.7162879Z,BUY-SELL,1,110.5005,110.6495,0.1490000000000009,0,reconstructed
R-37,ORD-1080,ORD-1095,2025-08-30T03:41:52.9625324Z,2025-08-30T03:41:53.1863535Z,BUY-SELL,1,110.8005,110.9495,0.1490000000000009,0,reconstructed
R-38,ORD-1110,ORD-1125,2025-08-30T03:41:53.4321480Z,2025-08-30T03:41:53.6627282Z,BUY-SELL,1,111.1005,111.2495,0.1490000000000009,0,reconstructed
R-39,ORD-1140,ORD-1155,2025-08-30T03:41:53.9198081Z,2025-08-30T03:41:54.1678634Z,BUY-SELL,1,111.40050000000001,111.5495,0.1489999999999867,0,reconstructed
R-40,ORD-1170,ORD-1185,2025-08-30T03:41:54.4073700Z,2025-08-30T03:41:54.6527592Z,BUY-SELL,1,111.7005,111.84949999999999,0.1489999999999867,0,reconstructed
R-41,ORD-1200,ORD-1215,2025-08-30T03:41:54.9124724Z,2025-08-30T03:41:55.1471326Z,BUY-SELL,1,112.0005,112.1495,0.1490000000000009,0,reconstructed
R-42,ORD-1230,ORD-1245,2025-08-30T03:41:55.3973061Z,2025-08-30T03:41:55.6309654Z,BUY-SELL,1,112.3005,112.4495,0.1490000000000009,0,reconstructed
R-43,ORD-1260,ORD-1275,2025-08-30T03:41:55.8666450Z,2025-08-30T03:41:56.1155194Z,BUY-SELL,1,112.6005,112.7495,0.1490000000000009,0,reconstructed
R-44,ORD-1290,ORD-1305,2025-08-30T03:41:56.3636459Z,2025-08-30T03:41:56.5944576Z,BUY-SELL,1,112.90050000000001,113.0495,0.1489999999999867,0,reconstructed
R-45,ORD-1320,ORD-1335,2025-08-30T03:41:56.8308709Z,2025-08-30T03:41:57.0754250Z,BUY-SELL,1,113.2005,113.34949999999999,0.1489999999999867,0,reconstructed
R-46,ORD-1350,ORD-1365,2025-08-30T03:41:57.3213161Z,2025-08-30T03:41:57.5729710Z,BUY-SELL,1,113.5005,113.6495,0.1490000000000009,0,reconstructed
R-47,ORD-1380,ORD-1395,2025-08-30T03:41:57.8242177Z,2025-08-30T03:41:58.0617683Z,BUY-SELL,1,113.8005,113.9495,0.1490000000000009,0,reconstructed
R-48,ORD-1410,ORD-1425,2025-08-30T03:41:58.3064628Z,2025-08-30T03:41:58.5623267Z,BUY-SELL,1,114.1005,114.2495,0.1490000000000009,0,reconstructed
R-49,ORD-1440,ORD-1455,2025-08-30T03:41:58.8072486Z,2025-08-30T03:41:59.0620216Z,BUY-SELL,1,114.40050000000001,114.5495,0.1489999999999867,0,reconstructed
R-50,ORD-1470,ORD-1485,2025-08-30T03:41:59.3076457Z,2025-08-30T03:41:59.5572815Z,BUY-SELL,1,114.7005,114.84949999999999,0.1489999999999867,0,reconstructed
R-51,ORD-1500,ORD-1515,2025-08-30T03:41:59.7791005Z,2025-08-30T03:42:00.0244062Z,BUY-SELL,1,115.0005,115.1495,0.1490000000000009,0,reconstructed
R-52,ORD-1530,ORD-1545,2025-08-30T03:42:00.2672799Z,2025-08-30T03:42:00.5020068Z,BUY-SELL,1,115.3005,115.4495,0.1490000000000009,0,reconstructed
R-53,ORD-1560,ORD-1575,2025-08-30T03:42:00.7385793Z,2025-08-30T03:42:00.9823864Z,BUY-SELL,1,115.6005,115.7495,0.1490000000000009,0,reconstructed
R-54,ORD-1590,ORD-1605,2025-08-30T03:42:01.2273821Z,2025-08-30T03:42:01.4667371Z,BUY-SELL,1,115.90050000000001,116.0495,0.1489999999999867,0,reconstructed
R-55,ORD-1620,ORD-1635,2025-08-30T03:42:01.7175533Z,2025-08-30T03:42:01.9685279Z,BUY-SELL,1,116.2005,116.34949999999999,0.1489999999999867,0,reconstructed
R-56,ORD-1650,ORD-1665,2025-08-30T03:42:02.2152814Z,2025-08-30T03:42:02.4629018Z,BUY-SELL,1,116.5005,116.6495,0.1490000000000009,0,reconstructed
R-57,ORD-1680,ORD-1695,2025-08-30T03:42:02.6861113Z,2025-08-30T03:42:02.9259254Z,BUY-SELL,1,116.8005,116.9495,0.1490000000000009,0,reconstructed
R-58,ORD-1710,ORD-1725,2025-08-30T03:42:03.1677274Z,2025-08-30T03:42:03.4137913Z,BUY-SELL,1,117.1005,117.2495,0.1490000000000009,0,reconstructed
R-59,ORD-1740,ORD-1755,2025-08-30T03:42:03.6673789Z,2025-08-30T03:42:03.9018245Z,BUY-SELL,1,117.40050000000001,117.5495,0.1489999999999867,0,reconstructed
R-60,ORD-1770,ORD-1785,2025-08-30T03:42:04.1443464Z,2025-08-30T03:42:04.3907128Z,BUY-SELL,1,117.7005,117.84949999999999,0.1489999999999867,0,reconstructed
R-61,ORD-1800,ORD-1815,2025-08-30T03:42:04.6270016Z,2025-08-30T03:42:04.8704581Z,BUY-SELL,1,118.0005,118.1495,0.1490000000000009,0,reconstructed
R-62,ORD-1830,ORD-1845,2025-08-30T03:42:05.1198658Z,2025-08-30T03:42:05.3200813Z,BUY-SELL,1,118.3005,118.4495,0.1490000000000009,0,reconstructed
R-63,ORD-1860,ORD-1875,2025-08-30T03:42:05.5118093Z,2025-08-30T03:42:05.7204761Z,BUY-SELL,1,118.6005,118.7495,0.1490000000000009,0,reconstructed
R-64,ORD-1890,ORD-1905,2025-08-30T03:42:05.9685729Z,2025-08-30T03:42:06.2019793Z,BUY-SELL,1,118.90050000000001,119.0495,0.1489999999999867,0,reconstructed
R-65,ORD-1920,ORD-1935,2025-08-30T03:42:06.3898711Z,2025-08-30T03:42:06.5961908Z,BUY-SELL,1,119.2005,119.34949999999999,0.1489999999999867,0,reconstructed
R-66,ORD-1950,ORD-1965,2025-08-30T03:42:06.8374797Z,2025-08-30T03:42:07.0911893Z,BUY-SELL,1,119.5005,119.6495,0.1490000000000009,0,reconstructed
R-67,ORD-1980,ORD-1995,2025-08-30T03:42:07.3047010Z,2025-08-30T03:42:07.5229597Z,BUY-SELL,1,119.8005,119.9495,0.1490000000000009,0,reconstructed
