phase,timestamp_iso,epoch_ms,orderId,intendedPrice,stopLoss,execPrice,theoretical_lots,theoretical_units,requestedVolume,filledSize,slippage,brokerMsg,client_order_id,side,action,type,status,reason,latency_ms,price_requested,price_filled,size_requested,size_filled,session,host
REQUEST,2025-08-22T13:37:11.9213413Z,1755869831921,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,REQUEST,,,100,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:11.9234678Z,1755869831923,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,ACK,,2,100,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:11.9243229Z,1755869831924,ORD-0,100,99.95,100.0005,,,1,1,0.0005000000000023874,filled,ORD-0,Buy,BUY,Market,FILL,filled,3,100,100.0005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:12.1700645Z,1755869832170,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,REQUEST,,,100.15,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:12.1706449Z,1755869832170,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,ACK,,0,100.15,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:12.1709814Z,1755869832170,ORD-15,100.15,,100.1495,,,1,1,-0.0005000000000023874,filled,ORD-15,Sell,SELL,Market,FILL,filled,0,100.15,100.1495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:12.4033124Z,1755869832403,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,REQUEST,,,100.3,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:12.4036944Z,1755869832403,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,ACK,,0,100.3,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:12.4038878Z,1755869832403,ORD-30,100.3,100.25,100.3005,,,1,1,0.0005000000000023874,filled,ORD-30,Buy,BUY,Market,FILL,filled,0,100.3,100.3005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:12.6463946Z,1755869832646,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,REQUEST,,,100.45,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:12.6467326Z,1755869832646,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,ACK,,0,100.45,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:12.6468966Z,1755869832646,ORD-45,100.45,,100.4495,,,1,1,-0.0005000000000023874,filled,ORD-45,Sell,SELL,Market,FILL,filled,0,100.45,100.4495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:12.8772289Z,1755869832877,ORD-60,100.6,100.55,,,,1,,,,ORD-60,Buy,BUY,Market,REQUEST,,,100.6,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:12.8775761Z,1755869832877,ORD-60,100.6,100.55,,,,1,,,,ORD-60,Buy,BUY,Market,ACK,,0,100.6,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:12.8777200Z,1755869832877,ORD-60,100.6,100.55,100.6005,,,1,1,0.0005000000000023874,filled,ORD-60,Buy,BUY,Market,FILL,filled,0,100.6,100.6005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:13.1087495Z,1755869833108,ORD-75,100.75,,,,,1,,,,ORD-75,Sell,SELL,Market,REQUEST,,,100.75,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:13.1094070Z,1755869833109,ORD-75,100.75,,,,,1,,,,ORD-75,Sell,SELL,Market,ACK,,1,100.75,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:13.1097800Z,1755869833109,ORD-75,100.75,,100.7495,,,1,1,-0.0005000000000023874,filled,ORD-75,Sell,SELL,Market,FILL,filled,1,100.75,100.7495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:13.3435358Z,1755869833343,ORD-90,100.9,100.85000000000001,,,,1,,,,ORD-90,Buy,BUY,Market,REQUEST,,,100.9,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:13.3442134Z,1755869833344,ORD-90,100.9,100.85000000000001,,,,1,,,,ORD-90,Buy,BUY,Market,ACK,,1,100.9,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:13.3445887Z,1755869833344,ORD-90,100.9,100.85000000000001,100.90050000000001,,,1,1,0.0005000000000023874,filled,ORD-90,Buy,BUY,Market,FILL,filled,1,100.9,100.90050000000001,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:13.5766496Z,1755869833576,ORD-105,101.05,,,,,1,,,,ORD-105,Sell,SELL,Market,REQUEST,,,101.05,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:13.5783065Z,1755869833578,ORD-105,101.05,,,,,1,,,,ORD-105,Sell,SELL,Market,ACK,,2,101.05,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:13.5784356Z,1755869833578,ORD-105,101.05,,101.0495,,,1,1,-0.0005000000000023874,filled,ORD-105,Sell,SELL,Market,FILL,filled,2,101.05,101.0495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:13.8102103Z,1755869833810,ORD-120,101.2,101.15,,,,1,,,,ORD-120,Buy,BUY,Market,REQUEST,,,101.2,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:13.8109648Z,1755869833810,ORD-120,101.2,101.15,,,,1,,,,ORD-120,Buy,BUY,Market,ACK,,0,101.2,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:13.8113028Z,1755869833811,ORD-120,101.2,101.15,101.2005,,,1,1,0.0005000000000023874,filled,ORD-120,Buy,BUY,Market,FILL,filled,1,101.2,101.2005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:14.0416497Z,1755869834041,ORD-135,101.35,,,,,1,,,,ORD-135,Sell,SELL,Market,REQUEST,,,101.35,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:14.0462048Z,1755869834046,ORD-135,101.35,,,,,1,,,,ORD-135,Sell,SELL,Market,ACK,,5,101.35,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:14.0463781Z,1755869834046,ORD-135,101.35,,101.34949999999999,,,1,1,-0.0005000000000023874,filled,ORD-135,Sell,SELL,Market,FILL,filled,5,101.35,101.34949999999999,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:14.2721607Z,1755869834272,ORD-150,101.5,101.45,,,,1,,,,ORD-150,Buy,BUY,Market,REQUEST,,,101.5,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:14.2727764Z,1755869834272,ORD-150,101.5,101.45,,,,1,,,,ORD-150,Buy,BUY,Market,ACK,,0,101.5,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:14.2731500Z,1755869834273,ORD-150,101.5,101.45,101.5005,,,1,1,0.0005000000000023874,filled,ORD-150,Buy,BUY,Market,FILL,filled,1,101.5,101.5005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:14.5044786Z,1755869834504,ORD-165,101.65,,,,,1,,,,ORD-165,Sell,SELL,Market,REQUEST,,,101.65,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:14.5047893Z,1755869834504,ORD-165,101.65,,,,,1,,,,ORD-165,Sell,SELL,Market,ACK,,0,101.65,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:14.5049516Z,1755869834504,ORD-165,101.65,,101.6495,,,1,1,-0.0005000000000023874,filled,ORD-165,Sell,SELL,Market,FILL,filled,0,101.65,101.6495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:14.7369665Z,1755869834736,ORD-180,101.8,101.75,,,,1,,,,ORD-180,Buy,BUY,Market,REQUEST,,,101.8,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:14.7376079Z,1755869834737,ORD-180,101.8,101.75,,,,1,,,,ORD-180,Buy,BUY,Market,ACK,,1,101.8,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:14.7383759Z,1755869834738,ORD-180,101.8,101.75,101.8005,,,1,1,0.0005000000000023874,filled,ORD-180,Buy,BUY,Market,FILL,filled,2,101.8,101.8005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:14.9694042Z,1755869834969,ORD-195,101.95,,,,,1,,,,ORD-195,Sell,SELL,Market,REQUEST,,,101.95,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:14.9700337Z,1755869834970,ORD-195,101.95,,,,,1,,,,ORD-195,Sell,SELL,Market,ACK,,1,101.95,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:14.9703991Z,1755869834970,ORD-195,101.95,,101.9495,,,1,1,-0.0005000000000023874,filled,ORD-195,Sell,SELL,Market,FILL,filled,1,101.95,101.9495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:15.2038087Z,1755869835203,ORD-210,102.1,102.05,,,,1,,,,ORD-210,Buy,BUY,Market,REQUEST,,,102.1,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:15.2044191Z,1755869835204,ORD-210,102.1,102.05,,,,1,,,,ORD-210,Buy,BUY,Market,ACK,,1,102.1,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:15.2050448Z,1755869835205,ORD-210,102.1,102.05,102.1005,,,1,1,0.0005000000000023874,filled,ORD-210,Buy,BUY,Market,FILL,filled,2,102.1,102.1005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:15.4409170Z,1755869835440,ORD-225,102.25,,,,,1,,,,ORD-225,Sell,SELL,Market,REQUEST,,,102.25,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:15.4415495Z,1755869835441,ORD-225,102.25,,,,,1,,,,ORD-225,Sell,SELL,Market,ACK,,1,102.25,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:15.4422278Z,1755869835442,ORD-225,102.25,,102.2495,,,1,1,-0.0005000000000023874,filled,ORD-225,Sell,SELL,Market,FILL,filled,2,102.25,102.2495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:15.6744070Z,1755869835674,ORD-240,102.4,102.35000000000001,,,,1,,,,ORD-240,Buy,BUY,Market,REQUEST,,,102.4,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:15.6749423Z,1755869835674,ORD-240,102.4,102.35000000000001,,,,1,,,,ORD-240,Buy,BUY,Market,ACK,,0,102.4,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:15.6752965Z,1755869835675,ORD-240,102.4,102.35000000000001,102.40050000000001,,,1,1,0.0005000000000023874,filled,ORD-240,Buy,BUY,Market,FILL,filled,1,102.4,102.40050000000001,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:15.9212656Z,1755869835921,ORD-255,102.55,,,,,1,,,,ORD-255,Sell,SELL,Market,REQUEST,,,102.55,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:15.9215326Z,1755869835921,ORD-255,102.55,,,,,1,,,,ORD-255,Sell,SELL,Market,ACK,,0,102.55,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:15.9217270Z,1755869835921,ORD-255,102.55,,102.5495,,,1,1,-0.0005000000000023874,filled,ORD-255,Sell,SELL,Market,FILL,filled,0,102.55,102.5495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:16.1542668Z,1755869836154,ORD-270,102.7,102.65,,,,1,,,,ORD-270,Buy,BUY,Market,REQUEST,,,102.7,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:16.1546409Z,1755869836154,ORD-270,102.7,102.65,,,,1,,,,ORD-270,Buy,BUY,Market,ACK,,0,102.7,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:16.1548933Z,1755869836154,ORD-270,102.7,102.65,102.7005,,,1,1,0.0005000000000023874,filled,ORD-270,Buy,BUY,Market,FILL,filled,0,102.7,102.7005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:16.3874489Z,1755869836387,ORD-285,102.85,,,,,1,,,,ORD-285,Sell,SELL,Market,REQUEST,,,102.85,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:16.3876748Z,1755869836387,ORD-285,102.85,,,,,1,,,,ORD-285,Sell,SELL,Market,ACK,,0,102.85,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-22T13:37:16.3878255Z,1755869836387,ORD-285,102.85,,102.84949999999999,,,1,1,-0.0005000000000023874,filled,ORD-285,Sell,SELL,Market,FILL,filled,0,102.85,102.84949999999999,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-22T13:37:16.6326817Z,1755869836632,ORD-300,103,102.95,,,,1,,,,ORD-300,Buy,BUY,Market,REQUEST,,,103,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-22T13:37:16.6329607Z,1755869836632,ORD-300,103,102.95,,,,1,,,,ORD-300,Buy,BUY,Market,ACK,,0,103,,1,,HARNESS,DESKTOP-584MV4B
