phase,timestamp_iso,epoch_ms,orderId,intendedPrice,stopLoss,execPrice,theoretical_lots,theoretical_units,requestedVolume,filledSize,slippage,brokerMsg,client_order_id,side,action,type,status,reason,latency_ms,price_requested,price_filled,size_requested,size_filled,session,host
REQUEST,2025-08-23T03:40:24.1966739Z,1755920424196,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,REQUEST,,,100,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:40:24.2046227Z,1755920424204,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,ACK,,8,100,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:40:24.2076578Z,1755920424207,ORD-0,100,99.95,100.0005,,,1,1,0.0005000000000023874,filled,ORD-0,Buy,BUY,Market,FILL,filled,11,100,100.0005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:40:24.4445925Z,1755920424444,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,REQUEST,,,100.15,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:40:24.4469186Z,1755920424446,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,ACK,,2,100.15,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:40:24.4471003Z,1755920424447,ORD-15,100.15,,100.1495,,,1,1,-0.0005000000000023874,filled,ORD-15,Sell,SELL,Market,FILL,filled,3,100.15,100.1495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:40:24.7082423Z,1755920424708,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,REQUEST,,,100.3,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:40:24.7089433Z,1755920424708,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,ACK,,0,100.3,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:40:24.7092795Z,1755920424709,ORD-30,100.3,100.25,100.3005,,,1,1,0.0005000000000023874,filled,ORD-30,Buy,BUY,Market,FILL,filled,1,100.3,100.3005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:40:24.9179816Z,1755920424917,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,REQUEST,,,100.45,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:40:24.9184310Z,1755920424918,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,ACK,,1,100.45,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:40:24.9187367Z,1755920424918,ORD-45,100.45,,100.4495,,,1,1,-0.0005000000000023874,filled,ORD-45,Sell,SELL,Market,FILL,filled,1,100.45,100.4495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:40:25.1398325Z,1755920425139,ORD-60,100.6,100.55,,,,1,,,,ORD-60,Buy,BUY,Market,REQUEST,,,100.6,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:40:25.1405112Z,1755920425140,ORD-60,100.6,100.55,,,,1,,,,ORD-60,Buy,BUY,Market,ACK,,1,100.6,,1,,HARNESS,DESKTOP-584MV4B
