phase,timestamp_iso,epoch_ms,orderId,intendedPrice,stopLoss,execPrice,theoretical_lots,theoretical_units,requestedVolume,filledSize,slippage,brokerMsg,client_order_id,side,action,type,status,reason,latency_ms,price_requested,price_filled,size_requested,size_filled,session,host,order_id,timestamp_request,timestamp_ack,timestamp_fill
REQUEST,2025-08-27T13:03:37.8558686Z,1756299817855,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,REQUEST,,,100,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:37.8589898Z,1756299817858,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,ACK,,3,100,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:37.8606774Z,1756299817860,ORD-0,100,99.95,100.0005,,,1,1,0.0005000000000023874,filled,ORD-0,Buy,BUY,Market,FILL,filled,5,100,100.0005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-27T13:03:38.0785045Z,1756299818078,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,REQUEST,,,100.15,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:38.0879012Z,1756299818087,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,ACK,,9,100.15,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:38.0886521Z,1756299818088,ORD-15,100.15,,100.1495,,,1,1,-0.0005000000000023874,filled,ORD-15,Sell,SELL,Market,FILL,filled,10,100.15,100.1495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-27T13:03:38.3251211Z,1756299818325,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,REQUEST,,,100.3,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:38.3325927Z,1756299818332,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,ACK,,7,100.3,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:38.3334120Z,1756299818333,ORD-30,100.3,100.25,100.3005,,,1,1,0.0005000000000023874,filled,ORD-30,Buy,BUY,Market,FILL,filled,8,100.3,100.3005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-27T13:03:38.5698253Z,1756299818569,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,REQUEST,,,100.45,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:38.5709720Z,1756299818570,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,ACK,,1,100.45,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:38.5717765Z,1756299818571,ORD-45,100.45,,100.4495,,,1,1,-0.0005000000000023874,filled,ORD-45,Sell,SELL,Market,FILL,filled,2,100.45,100.4495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-27T13:03:38.8113765Z,1756299818811,ORD-60,100.6,100.55,,,,1,,,,ORD-60,Buy,BUY,Market,REQUEST,,,100.6,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:38.8125725Z,1756299818812,ORD-60,100.6,100.55,,,,1,,,,ORD-60,Buy,BUY,Market,ACK,,1,100.6,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:38.8133169Z,1756299818813,ORD-60,100.6,100.55,100.6005,,,1,1,0.0005000000000023874,filled,ORD-60,Buy,BUY,Market,FILL,filled,2,100.6,100.6005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-27T13:03:39.0365440Z,1756299819036,ORD-75,100.75,,,,,1,,,,ORD-75,Sell,SELL,Market,REQUEST,,,100.75,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:39.0373830Z,1756299819037,ORD-75,100.75,,,,,1,,,,ORD-75,Sell,SELL,Market,ACK,,1,100.75,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:39.0381344Z,1756299819038,ORD-75,100.75,,100.7495,,,1,1,-0.0005000000000023874,filled,ORD-75,Sell,SELL,Market,FILL,filled,2,100.75,100.7495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-27T13:03:39.2741239Z,1756299819274,ORD-90,100.9,100.85000000000001,,,,1,,,,ORD-90,Buy,BUY,Market,REQUEST,,,100.9,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:39.2751312Z,1756299819275,ORD-90,100.9,100.85000000000001,,,,1,,,,ORD-90,Buy,BUY,Market,ACK,,1,100.9,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:39.2762320Z,1756299819276,ORD-90,100.9,100.85000000000001,100.90050000000001,,,1,1,0.0005000000000023874,filled,ORD-90,Buy,BUY,Market,FILL,filled,2,100.9,100.90050000000001,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-27T13:03:39.5020930Z,1756299819502,ORD-105,101.05,,,,,1,,,,ORD-105,Sell,SELL,Market,REQUEST,,,101.05,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:39.5072945Z,1756299819507,ORD-105,101.05,,,,,1,,,,ORD-105,Sell,SELL,Market,ACK,,5,101.05,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:39.5084127Z,1756299819508,ORD-105,101.05,,101.0495,,,1,1,-0.0005000000000023874,filled,ORD-105,Sell,SELL,Market,FILL,filled,6,101.05,101.0495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-27T13:03:39.7353435Z,1756299819735,ORD-120,101.2,101.15,,,,1,,,,ORD-120,Buy,BUY,Market,REQUEST,,,101.2,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:39.7362712Z,1756299819736,ORD-120,101.2,101.15,,,,1,,,,ORD-120,Buy,BUY,Market,ACK,,1,101.2,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:39.7369189Z,1756299819736,ORD-120,101.2,101.15,101.2005,,,1,1,0.0005000000000023874,filled,ORD-120,Buy,BUY,Market,FILL,filled,1,101.2,101.2005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-27T13:03:39.9735502Z,1756299819973,ORD-135,101.35,,,,,1,,,,ORD-135,Sell,SELL,Market,REQUEST,,,101.35,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:39.9744546Z,1756299819974,ORD-135,101.35,,,,,1,,,,ORD-135,Sell,SELL,Market,ACK,,1,101.35,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:39.9751146Z,1756299819975,ORD-135,101.35,,101.34949999999999,,,1,1,-0.0005000000000023874,filled,ORD-135,Sell,SELL,Market,FILL,filled,2,101.35,101.34949999999999,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-27T13:03:40.2058147Z,1756299820205,ORD-150,101.5,101.45,,,,1,,,,ORD-150,Buy,BUY,Market,REQUEST,,,101.5,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:40.2065733Z,1756299820206,ORD-150,101.5,101.45,,,,1,,,,ORD-150,Buy,BUY,Market,ACK,,1,101.5,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:40.2071770Z,1756299820207,ORD-150,101.5,101.45,101.5005,,,1,1,0.0005000000000023874,filled,ORD-150,Buy,BUY,Market,FILL,filled,2,101.5,101.5005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-27T13:03:40.4417766Z,1756299820441,ORD-165,101.65,,,,,1,,,,ORD-165,Sell,SELL,Market,REQUEST,,,101.65,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:40.4426964Z,1756299820442,ORD-165,101.65,,,,,1,,,,ORD-165,Sell,SELL,Market,ACK,,1,101.65,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:40.4434149Z,1756299820443,ORD-165,101.65,,101.6495,,,1,1,-0.0005000000000023874,filled,ORD-165,Sell,SELL,Market,FILL,filled,2,101.65,101.6495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-27T13:03:40.6788166Z,1756299820678,ORD-180,101.8,101.75,,,,1,,,,ORD-180,Buy,BUY,Market,REQUEST,,,101.8,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:40.6800292Z,1756299820680,ORD-180,101.8,101.75,,,,1,,,,ORD-180,Buy,BUY,Market,ACK,,2,101.8,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:40.6808703Z,1756299820680,ORD-180,101.8,101.75,101.8005,,,1,1,0.0005000000000023874,filled,ORD-180,Buy,BUY,Market,FILL,filled,2,101.8,101.8005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-27T13:03:40.9055099Z,1756299820905,ORD-195,101.95,,,,,1,,,,ORD-195,Sell,SELL,Market,REQUEST,,,101.95,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-27T13:03:40.9093449Z,1756299820909,ORD-195,101.95,,,,,1,,,,ORD-195,Sell,SELL,Market,ACK,,4,101.95,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-27T13:03:40.9099654Z,1756299820909,ORD-195,101.95,,101.9495,,,1,1,-0.0005000000000023874,filled,ORD-195,Sell,SELL,Market,FILL,filled,4,101.95,101.9495,1,1,HARNESS,DESKTOP-584MV4B
