phase,timestamp_iso,epoch_ms,orderId,intendedPrice,stopLoss,execPrice,theoretical_lots,theoretical_units,requestedVolume,filledSize,slippage,brokerMsg,client_order_id,side,action,type,status,reason,latency_ms,price_requested,price_filled,size_requested,size_filled,session,host,order_id,timestamp_request,timestamp_ack,timestamp_fill
REQUEST,2025-08-24T05:39:40.8558683Z,1756013980855,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,REQUEST,,,100,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-24T05:39:40.8641466Z,1756013980864,ORD-0,100,99.95,,,,1,,,,ORD-0,Buy,BUY,Market,ACK,,9,100,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-24T05:39:40.8680295Z,1756013980868,ORD-0,100,99.95,100.0005,,,1,1,0.0005000000000023874,filled,ORD-0,Buy,BUY,Market,FILL,filled,13,100,100.0005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-24T05:39:41.1053716Z,1756013981105,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,REQUEST,,,100.15,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-24T05:39:41.1410992Z,1756013981141,ORD-15,100.15,,,,,1,,,,ORD-15,Sell,SELL,Market,ACK,,36,100.15,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-24T05:39:41.1439997Z,1756013981143,ORD-15,100.15,,100.1495,,,1,1,-0.0005000000000023874,filled,ORD-15,Sell,SELL,Market,FILL,filled,38,100.15,100.1495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-24T05:39:41.3742329Z,1756013981374,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,REQUEST,,,100.3,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-24T05:39:41.4097607Z,1756013981409,ORD-30,100.3,100.25,,,,1,,,,ORD-30,Buy,BUY,Market,ACK,,35,100.3,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-24T05:39:41.4120410Z,1756013981412,ORD-30,100.3,100.25,100.3005,,,1,1,0.0005000000000023874,filled,ORD-30,Buy,BUY,Market,FILL,filled,38,100.3,100.3005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-24T05:39:41.6447146Z,1756013981644,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,REQUEST,,,100.45,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-24T05:39:41.6788788Z,1756013981678,ORD-45,100.45,,,,,1,,,,ORD-45,Sell,SELL,Market,ACK,,34,100.45,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-24T05:39:41.6817979Z,1756013981681,ORD-45,100.45,,100.4495,,,1,1,-0.0005000000000023874,filled,ORD-45,Sell,SELL,Market,FILL,filled,37,100.45,100.4495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-24T05:39:41.9089254Z,1756013981908,ORD-60,100.6,100.55,,,,1,,,,ORD-60,Buy,BUY,Market,REQUEST,,,100.6,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-24T05:39:41.9494354Z,1756013981949,ORD-60,100.6,100.55,,,,1,,,,ORD-60,Buy,BUY,Market,ACK,,41,100.6,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-24T05:39:41.9525510Z,1756013981952,ORD-60,100.6,100.55,100.6005,,,1,1,0.0005000000000023874,filled,ORD-60,Buy,BUY,Market,FILL,filled,44,100.6,100.6005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-24T05:39:42.1910046Z,1756013982191,ORD-75,100.75,,,,,1,,,,ORD-75,Sell,SELL,Market,REQUEST,,,100.75,,1,,HARNESS,DESKTOP-584MV4B
